MVC found so far has 277 elements                   thread 0
MVC found so far has 271 elements                   thread 0
MVC found so far has 269 elements                   thread 0
MVC found so far has 268 elements                   thread 0
MVC found so far has 266 elements                   thread 0
MVC found so far has 277 elements                   thread 0
MVC found so far has 273 elements                   thread 0
MVC found so far has 271 elements                   thread 0
MVC found so far has 269 elements                   thread 0
MVC found so far has 268 elements                   thread 0
MVC found so far has 266 elements                   thread 0
MVC found so far has 278 elements                   thread 0
MVC found so far has 272 elements                   thread 0
MVC found so far has 271 elements                   thread 0
MVC found so far has 270 elements                   thread 0
MVC found so far has 269 elements                   thread 0
MVC found so far has 268 elements                   thread 0
MVC found so far has 266 elements                   thread 0
MVC found so far has 275 elements                   thread 0
MVC found so far has 268 elements                   thread 0
MVC found so far has 271 elements                   thread 0
MVC found so far has 269 elements                   thread 0
MVC found so far has 266 elements                   thread 0
MVC found so far has 265 elements                   thread 0
MVC found so far has 275 elements                   thread 0
MVC found so far has 273 elements                   thread 0
MVC found so far has 271 elements                   thread 0
MVC found so far has 269 elements                   thread 0
MVC found so far has 268 elements                   thread 0
MVC found so far has 266 elements                   thread 0
